,Track No.,fi_length_avg,length_slp,fi_area_avg,area_slp,fi_chiral_avg,chiral_slp,fi_tilt_avg,tilt_slp,Eruption
0,21.0,4843296920.0,14271.12374668022,476.06263005742267,-0.002161714831766588,0.0,0.0,-55.7609,-6.176172592514591,1.0
1,93.0,11408650056.0,5635.917613919597,4542.134217167709,-0.004866031840502335,0.0,4.706329299624269,-9.283704,-4.488977379672202,1.0
2,94.0,22427804814.285717,-26760.784806334075,5584.925486752559,-0.007007731046145836,-0.14285714285714285,-3.2578301082540833,33.83381428571429,-0.7216307017139933,1.0
3,140.0,12197930882.5,100417.840825957,3487.9844992364037,0.029019830769693597,0.25,0.24255544359484124,17.2803,4.510884484122336,1.0
4,175.0,13819535160.0,12941.709121706173,5210.9395580385635,0.0076039674011602765,0.4,-1.3549141921230587,-22.19414,-0.16929594044097082,1.0
5,193.0,6027227850.0,-15484.982794314503,938.2795593087468,-0.0010864201250855173,0.6,-0.8916599454080659,-75.91178000000001,0.5320809679039118,1.0
6,276.0,9279990766.666666,35614.31277152879,2020.8426888919253,0.01212768453786706,0.3333333333333333,3.3196303429970286,24.67606666666666,-3.98089563309682,1.0
7,319.0,12006612466.666666,80722.6412147894,2685.570035185457,0.02773891432921301,-0.3333333333333333,-6.323268951405484,-41.34036666666667,0.31282499018304,1.0
8,404.0,4793072218.0,7984.484033181928,653.0318432999999,0.0007282139878438243,-0.4,0.1746874728861174,-41.369040000000005,-0.6306766547109112,1.0
9,482.0,2941856385.0,-841.7843044092946,275.0971399776091,-0.00041864345325882154,0.0,0.0,83.9117,-0.3488717217754488,1.0
10,485.0,11014022125.0,172227.40844121994,1381.7030953725198,0.02062144269644974,0.0,21.722130506560088,-45.13158,8.08632809105917,1.0
11,489.0,13740633600.0,186255.2806499261,1330.855937102554,0.02003567802898045,0.0,0.0,17.9486,7.359566426275089,1.0
12,496.0,5524949000.0,11486.007174349885,646.9179217059245,0.0020184319829336817,0.0,0.0,-10.50415,-8.119528178226675,1.0
13,509.0,10298602265.294115,9608.378043796147,1796.6381124876816,0.003635415889009919,-0.05882352941176471,-0.38852222133331316,-19.04222494117647,-0.18509897019959587,1.0
14,516.0,9594341077.142857,17294.31800517538,2058.9483746728547,0.006106668252215613,-0.5714285714285714,0.4354614975911593,-27.35711428571428,1.0663402762713647,1.0
15,558.0,9710521200.0,-15970.695518388517,1674.2989866362066,-0.0035037480736299126,0.5,3.7746262504402357,-9.984553333333333,0.13833887381121357,1.0
16,644.0,10762876636.666666,19568.45781833006,2921.197922066661,0.007698432452537682,0.0,0.0,10.68155,-0.22335054282883943,1.0
17,658.0,8861426565.0,-120584.32707007408,2349.212200477163,-0.03781186094236442,0.5,-10.84234151207295,27.01595,2.801758627793259,1.0
18,666.0,23104329475.0,61005.40296682046,4984.804833531527,0.017475188287101928,0.0,-0.20824573209921826,-51.314675,1.334854674893834,1.0
19,717.0,24539377455.0,520596.24710587284,2367.4533433670317,0.05650507437101857,0.0,0.0,-43.99965,6.131105525771669,1.0
20,785.0,19373203800.0,-76655.71659029069,4373.685733251042,-0.023412535611850877,0.0,-11.747919120065356,-44.750766666666664,-1.2769650833983992,1.0
21,850.0,6362067450.0,-10619.182192129043,656.3344180008282,-0.0002563315565891074,0.0,0.0,40.829083333333344,-0.0831683056046382,1.0
22,866.0,8924236641.25,10769.31793942285,1549.5700778820756,0.003232476148244106,0.375,-0.23909975864241073,-7.100552500000003,0.29634117298683366,1.0
23,905.0,8383091451.666667,37147.833959953656,1132.4061567832275,0.004065582287588178,0.0,0.0,22.36598333333333,0.9261739565899813,1.0
24,914.0,11085783550.0,361251.8706645784,798.9036220708574,0.023176896040204373,-0.5,-22.37637055269636,-7.658500000000001,9.288028641754309,1.0
25,941.0,10102761466.0,19508.503113513725,1023.3330489130392,0.0027197387939909986,0.0,0.0,-68.55691999999999,0.36511359787555764,1.0
26,956.0,10352872784.285715,10679.728702961565,2361.287944655796,0.0032478106820925737,0.14285714285714285,1.9186591276665705,27.735732857142853,0.8343239811692393,1.0
27,993.0,11035553300.0,9214.208477671546,1463.6356316933393,0.0038809195034036864,0.6,2.3097746392187206,46.918620000000004,3.066696813052929,1.0
28,1028.0,7956574676.666667,5565.274172765117,1227.4159071546846,-0.0003539776140383834,-0.2222222222222222,4.208689016089168,53.201677777777775,0.6143873707467539,1.0
29,1030.0,4610102142.5,-12287.033609107311,465.87833235892026,-0.0013012645233690448,0.0,0.0,33.979225,1.2930236274469935,1.0
30,1055.0,7594731173.076923,-4040.205812906488,830.6961312919522,-0.0008721181091212723,0.15384615384615385,0.0835786713400466,25.591321384615377,-1.172820164133187,1.0
31,1075.0,7115468975.0,10556.612760808788,457.95334336678087,0.0005919134818893916,0.0,0.0,-5.482973333333334,0.7915846865519658,1.0
32,1096.0,4161648515.0,-39012.64062889381,486.2586713717295,-0.0014550897191657136,0.0,-45.30934958428672,-7.9705499999999985,15.929385378672887,1.0
33,1101.0,6421859960.0,83515.99188697076,717.5679451318163,0.0072928029867621175,0.0,-23.048378546569246,78.67015,2.123366446170512,1.0
34,1135.0,6134853900.0,-37980.50997499408,546.5633793872479,-0.0013524065996448815,0.5,18.252505156332706,74.04865000000002,-2.8621935860696937,1.0
35,1178.0,8771744781.666666,6980.772813099471,767.7262533922501,0.0018629595889134189,0.16666666666666666,1.1370215183070904,56.52906666666666,-0.3954472007639435,1.0
36,1199.0,6285527240.0,15000.556183589206,556.9192315013578,0.0018840019153371255,0.2,-0.42138418496406227,0.1372399999999999,-3.130089398300378,1.0
37,1202.0,5477122175.0,14960.420059273465,1002.0163690893656,0.003216890157342288,-0.16666666666666666,2.762149714867857,8.644005000000002,4.56676718096509,1.0
38,1246.0,13058978325.0,2770.801457332,4035.2655418697136,0.015787200175010688,0.25,2.018419255539606,-41.201325,3.9753568683696625,1.0
39,1286.0,6429032852.0,-26326.918368973063,615.4227523773868,-0.0017504255817995373,0.2,-2.2112043301962085,21.894984,0.8708844992609445,1.0
